record_id,airport_name,altitude_bin,aircraft_model,wildlife_number_struck_actual,effect_impact_to_flight,flight_date,effect_indicated_damage,aircraft_airline,origin_state,phase_of_flight,conditions_precipitation,conditions_sky,wildlife_species,pilot_warned_of_wildlife,total_cost,feet_above_ground
203634,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-80,10,none,2000-08-25,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,none,Some Cloud,Rock pigeon,Y,0,15.0
201828,DALLAS LOVE FIELD ARPT,< 1000 ft,DC-9-30,5,none,2000-08-27,No damage,LEGEND AIRLINES,Texas,Take-off run,none,No Cloud,Unknown bird - medium,Y,0,0.0
200783,SAVANNAH INTL,< 1000 ft,CL-RJ100/200,4,none,2000-08-28,No damage,COMAIR AIRLINES,Georgia,Landing Roll,none,Some Cloud,Purple martin,Y,0,0.0
202035,VANCOUVER INTL,< 1000 ft,DHC8 DASH 8,8,none,2000-08-30,No damage,HORIZON AIR,British Columbia,Approach,none,Some Cloud,European starling,N,0,50.0
200560,LEHIGH VALLEY INTL,< 1000 ft,DC-9,3,none,2000-08-30,No damage,US AIRWAYS,Pennsylvania,Landing Roll,none,Overcast,Unknown bird - medium,N,0,0.0
204413,SALT LAKE CITY INTL,< 1000 ft,B-727,6,none,2000-09-03,No damage,DELTA AIR LINES,Utah,Approach,none,No Cloud,Unknown bird - small,N,0,1000.0
202289,LOGAN INTL,< 1000 ft,B-767-200,7,none,2000-09-04,No damage,DELTA AIR LINES,Massachusetts,Approach,Fog,No Cloud,European starling,Y,0,20.0
202074,GREATER ROCHESTER INTL,< 1000 ft,B-727,10,none,2000-09-04,No damage,DELTA AIR LINES,New York,Landing Roll,Fog,Overcast,European starling,N,0,0.0
202788,QUAD CITY ARPT,< 1000 ft,BA-146,4,none,2000-09-04,No damage,AIR WISCONSIN AIRLINES,Illinois,Take-off run,Rain,Overcast,Unknown bird - small,N,0,0.0
206920,PORT COLUMBUS INTL,< 1000 ft,DC-9,5,none,2000-09-04,No damage,NORTHWEST AIRLINES,Ohio,Take-off run,none,Some Cloud,Brown-headed cowbird,N,0,0.0
202461,TETERBORO AIRPORT,< 1000 ft,GULFAERO III,2,none,2000-09-05,No damage,BUSINESS,New Jersey,Take-off run,none,Some Cloud,European starling,N,0,0.0
205207,BALTIMORE WASH INTL,< 1000 ft,A-320,9,none,2000-09-05,No damage,UNITED AIRLINES,Maryland,Approach,none,No Cloud,Unknown bird - medium,Y,0,500.0
201570,NASHVILLE INTL,< 1000 ft,BA-31 JETSTR,7,Aborted Take-off,2000-09-07,No damage,CCAIR,Tennessee,Take-off run,none,Overcast,American robin,N,0,0.0
204351,KANSAS CITY INTL,< 1000 ft,B-737-300,9,none,2000-09-08,No damage,CONTINENTAL AIRLINES,Missouri,Approach,none,Some Cloud,Mourning dove,Y,0,30.0
202351,EPPLEY AIRFIELD,< 1000 ft,B-737-200,2,none,2000-09-08,No damage,FRONTIER AIRLINES,Nebraska,Approach,none,No Cloud,European starling,Y,0,200.0
204272,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,BE-300 KING,5,none,2000-09-09,No damage,BUSINESS,Alabama,Landing Roll,none,Some Cloud,Mourning dove,Y,0,0.0
201340,QUAD CITY ARPT,< 1000 ft,MU2,3,none,2000-09-10,No damage,UNKNOWN,Illinois,Landing Roll,none,Some Cloud,Unknown bird - medium,Y,0,0.0
204571,BOB HOPE ARPT,< 1000 ft,B-737-300,7,none,2000-09-11,No damage,UNITED AIRLINES,California,Approach,none,No Cloud,Rock pigeon,N,0,40.0
208477,GENERAL MITCHELL INTL,> 1000 ft,DORNIER,5,none,2000-09-12,No damage,SKYWAY AIRLINES,Wisconsin,Approach,none,No Cloud,Unknown bird - small,Y,0,2500.0
200193,LAURENCE G HANSCOM,< 1000 ft,BE-200 KING,6,none,2000-09-13,No damage,BUSINESS,Massachusetts,Landing Roll,none,No Cloud,Canada goose,N,0,0.0
202764,PEASE INTL TRADEPORT,< 1000 ft,B-727-200,6,none,2000-09-13,No damage,PAN AM,New Hampshire,Take-off run,none,Some Cloud,Upland sandpiper,Y,0,0.0
206860,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,EMB-145,2,none,2000-09-13,No damage,EXPRESSJET CONTINENTAL EXPRS,Ohio,Approach,none,No Cloud,Unknown bird - small,Y,0,2200.0
200625,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,FOKKER F100,10,none,2000-09-15,No damage,US AIRWAYS,North Carolina,Approach,none,No Cloud,Unknown bird - small,N,0,150.0
200867,FRESNO YOSEMITE INTL,< 1000 ft,SAAB-340,10,none,2000-09-16,No damage,AMERICAN EAGLE AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,N,0,100.0
203468,UNIVERSITY PARK ARPT,< 1000 ft,BA-41 JETSTR,5,none,2000-09-20,No damage,ATLANTIC COAST AIRLINES,Pennsylvania,Take-off run,none,Some Cloud,Unknown bird - small,N,0,0.0
200147,SALT LAKE CITY INTL,< 1000 ft,B-767-300,4,none,2000-09-20,No damage,DELTA AIR LINES,Utah,Approach,none,No Cloud,Unknown bird - large,N,0,100.0
202797,COLORADO SPRINGS MUNICIPAL,< 1000 ft,B-737-300,3,none,2000-09-20,No damage,UNITED AIRLINES,Colorado,Landing Roll,none,Some Cloud,Horned lark,N,0,0.0
205344,FORT WAYNE INTL,> 1000 ft,BE-1900,3,none,2000-09-21,Caused damage,EXPRESSJET CONTINENTAL EXPRS,Indiana,Approach,none,No Cloud,Unknown bird - large,N,0,3200.0
200688,HILO INTL ARPT,< 1000 ft,DC-9-50,10,none,2000-09-24,No damage,HAWAIIAN AIR,Hawaii,Approach,none,No Cloud,Unknown bird - small,N,0,100.0
204695,ORLANDO INTL,< 1000 ft,B-737-200,2,Precautionary Landing,2000-09-26,No damage,DELTA AIR LINES,Florida,Take-off run,none,Some Cloud,Unknown bird - small,Y,0,0.0
205168,THEODORE FRANCIS GREEN STATE,< 1000 ft,SAAB-340,6,none,2000-09-28,No damage,AMERICAN EAGLE AIRLINES,Rhode Island,Landing Roll,none,Some Cloud,Unknown bird - small,N,0,0.0
200931,KEARNEY MUNICIPAL,> 1000 ft,BE-1900,3,none,2000-09-28,No damage,GREAT LAKES AIRLINES,Nebraska,Approach,none,Some Cloud,Unknown bird - small,N,0,2500.0
213893,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-310,6,none,2000-09-28,No damage,FEDEX EXPRESS,Michigan,Take-off run,none,No Cloud,Mute swan,Y,0,0.0
206536,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-727,4,none,2000-09-29,No damage,FEDEX EXPRESS,New Jersey,Approach,none,No Cloud,Unknown bird - medium,N,0,1400.0
200479,TOCUMEN INTL,< 1000 ft,B-727-200,8,none,2000-10-01,No damage,AMERICAN AIRLINES,California,Approach,none,Some Cloud,Unknown bird - small,Y,0,150.0
214147,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,FOKKER F100,8,none,2000-10-02,No damage,AMERICAN AIRLINES,Texas,Approach,none,No Cloud,Unknown bird - medium,N,0,20.0
202348,WASHINGTON DULLES INTL ARPT,< 1000 ft,CL-RJ100/200,3,none,2000-10-03,No damage,ATLANTIC COAST AIRLINES,DC,Approach,none,No Cloud,Unknown bird - small,Y,0,100.0
200048,NASHVILLE INTL,> 1000 ft,CITATION II,9,none,2000-10-04,No damage,BUSINESS,Tennessee,Approach,none,No Cloud,European starling,N,0,2000.0
200403,LOGAN INTL,< 1000 ft,A-320,9,none,2000-10-05,No damage,UNITED AIRLINES,Massachusetts,Take-off run,Rain,Overcast,Unknown bird - small,Y,0,0.0
202758,BURKE LAKEFRONT,< 1000 ft,C-560,3,none,2000-10-05,No damage,BUSINESS,Ohio,Landing Roll,Rain,Overcast,Herring gull,Y,0,0.0
204244,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,FOKKER F100,6,none,2000-10-06,No damage,AMERICAN AIRLINES,Texas,Approach,Fog,Some Cloud,Unknown bird - medium,Y,0,400.0
201960,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,10,none,2000-10-09,No damage,COMAIR AIRLINES,Michigan,Approach,none,No Cloud,Unknown bird - small,N,0,300.0
206581,WATERLOO REGIONAL ARPT,< 1000 ft,EMB-110,3,none,2000-10-10,No damage,GREAT LAKES AIRLINES,Iowa,Take-off run,none,No Cloud,Unknown bird - small,Y,0,0.0
205661,KANSAS CITY INTL,< 1000 ft,B-737,4,none,2000-10-13,No damage,VANGUARD AIRLINES,Missouri,Landing Roll,none,Some Cloud,American kestrel,Y,0,0.0
204994,SANTO DOMINGO/LAS AM,< 1000 ft,B-727,5,none,2000-10-14,Caused damage,AMERICAN AIRLINES,California,Climb,none,No Cloud,Unknown bird - medium,N,0,10.0
208027,ALBANY INTL,< 1000 ft,B-737-700,5,Precautionary Landing,2000-10-15,Caused damage,SOUTHWEST AIRLINES,New York,Take-off run,none,No Cloud,Herring gull,N,0,0.0
200477,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-767-400,9,none,2000-10-15,Caused damage,DELTA AIR LINES,Florida,Approach,none,No Cloud,Unknown bird - medium,N,0,1500.0
205270,LOUISVILLE INTL ARPT,< 1000 ft,DA-10 FALCON,6,none,2000-10-16,No damage,BUSINESS,Kentucky,Approach,Fog,Overcast,European starling,N,0,200.0
206599,LOGAN INTL,< 1000 ft,SAAB-340,5,Aborted Take-off,2000-10-16,No damage,AMERICAN EAGLE AIRLINES,Massachusetts,Take-off run,Rain,Overcast,Rock pigeon,Y,0,0.0
204605,PALM BEACH INTL,> 1000 ft,B-757-200,6,none,2000-10-19,No damage,DELTA AIR LINES,Florida,Climb,none,No Cloud,Unknown bird - medium,N,0,3400.0
209019,DALLAS LOVE FIELD ARPT,< 1000 ft,EMB-145,3,none,2000-10-20,No damage,EXPRESSJET CONTINENTAL EXPRS,Texas,Approach,none,Overcast,Unknown bird - small,N,0,250.0
203507,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,DHC8 DASH 8,4,none,2000-10-22,No damage,CCAIR,North Carolina,Approach,none,No Cloud,Unknown bird - medium,Y,0,2000.0
206675,SACRAMENTO INTL,< 1000 ft,C-208,2,Precautionary Landing,2000-10-24,No damage,BUSINESS,California,Climb,none,No Cloud,Snow goose,N,0,1000.0
208274,JOHN F KENNEDY INTL,< 1000 ft,A-300,4,none,2000-10-25,No damage,ASTAR AIR CARGO,New York,Take-off run,none,No Cloud,Herring gull,N,0,0.0
205535,MEMPHIS INTL,< 1000 ft,B-727,3,none,2000-10-30,No damage,DELTA AIR LINES,Tennessee,Climb,none,Overcast,Unknown bird - small,Y,0,50.0
204007,BUFFALO-NIAGARA INTL,< 1000 ft,CL-RJ100/200,2,none,2000-10-31,No damage,COMAIR AIRLINES,New York,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
203497,PEASE INTL TRADEPORT,< 1000 ft,BA-31 JETSTR,8,Precautionary Landing,2000-11-01,No damage,BUSINESS,New Hampshire,Take-off run,none,Some Cloud,American kestrel,Y,0,0.0
204236,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,EMB-145,9,none,2000-11-02,No damage,EXPRESSJET CONTINENTAL EXPRS,Ohio,Approach,none,Some Cloud,Unknown bird - small,N,0,3500.0
205876,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,IAI-1124,8,none,2000-11-05,No damage,BUSINESS,Alabama,Take-off run,none,Overcast,Mourning dove,Y,0,0.0
204191,SACRAMENTO INTL,> 1000 ft,EMB-120,9,none,2000-11-05,Caused damage,SKYWEST AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,Y,0,2000.0
204441,PHILADELPHIA INTL,> 1000 ft,A-319,7,none,2000-11-06,No damage,US AIRWAYS,Pennsylvania,Approach,none,No Cloud,Unknown bird - small,N,0,4000.0
206406,ATLANTA INTL,< 1000 ft,B-737-300,4,none,2000-11-07,No damage,CONTINENTAL AIRLINES,Georgia,Approach,Rain,Overcast,Unknown bird - large,N,0,50.0
203254,AUSTIN STRAUBEL INTL,< 1000 ft,DC-9,6,none,2000-11-07,No damage,NORTHWEST AIRLINES,Wisconsin,Take-off run,Rain,Overcast,Unknown bird - small,N,0,0.0
206018,DES MOINES INTL,> 1000 ft,PA-31T CHEYENNE II,8,none,2000-11-08,Caused damage,GOVERNMENT,Iowa,Descent,none,Overcast,Mallard,Y,56127,9000.0
208957,WAUKEGAN REGIONAL ARPT,< 1000 ft,DA-50 FALCON,9,none,2000-11-08,No damage,BUSINESS,Illinois,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
200641,DENVER INTL AIRPORT,< 1000 ft,B-737-200,6,none,2000-11-11,No damage,FRONTIER AIRLINES,Colorado,Approach,Fog,Overcast,Unknown bird - small,N,0,20.0
206414,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,RKWLTRBO 690,6,none,2000-11-12,No damage,BUSINESS,Alabama,Climb,none,No Cloud,Mourning dove,Y,0,50.0
205559,LOGAN INTL,< 1000 ft,B-737-400,4,none,2000-11-12,No damage,US AIRWAYS,Massachusetts,Landing Roll,none,No Cloud,European starling,N,0,0.0
208033,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,SAAB-340,3,Precautionary Landing,2000-11-13,Caused damage,MESABA AIRLINES,Minnesota,Climb,Snow,Overcast,Unknown bird - large,N,0,1800.0
5401,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,5,none,2000-11-13,No damage,MILITARY,Louisiana,Approach,none,No Cloud,American pipit,Y,7879,500.0
203050,LOGAN INTL,< 1000 ft,MD-80,4,none,2000-11-15,No damage,US AIRWAYS,Massachusetts,Climb,none,No Cloud,Unknown bird - small,Y,0,100.0
208821,LAGUARDIA NY,< 1000 ft,B-727,4,none,2000-11-16,No damage,DELTA AIR LINES,New York,Climb,none,No Cloud,Unknown bird - small,N,0,400.0
202477,PALM BEACH INTL,< 1000 ft,B-767-300,4,Precautionary Landing,2000-11-16,Caused damage,DELTA AIR LINES,Florida,Climb,none,No Cloud,Turkey vulture,Y,0,400.0
206885,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-319,9,none,2000-11-19,No damage,US AIRWAYS,DC,Approach,none,Overcast,Mourning dove,Y,0,25.0
205078,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-300,3,none,2000-11-24,No damage,UNITED AIRLINES,California,Landing Roll,none,Overcast,Unknown bird - small,N,0,0.0
4978,CHARLESTON AFB/INTL ARPT,> 1000 ft,C-17A,8,none,2000-11-29,No damage,MILITARY,South Carolina,Approach,none,No Cloud,Unknown bird or bat,Y,0,1600.0
208354,JOHN F KENNEDY INTL,< 1000 ft,B-757-200,8,Aborted Take-off,2000-12-01,No damage,NATIONAL AIRLINES,New York,Take-off run,none,No Cloud,Snow bunting,N,0,0.0
205670,LOVELL FIELD ARPT,< 1000 ft,C-560,5,none,2000-12-05,No damage,BUSINESS,Tennessee,Climb,none,Some Cloud,Unknown bird - medium,N,0,30.0
200949,JAMES M COX DAYTON INTL,< 1000 ft,FOKKER F100,5,none,2000-12-09,No damage,AMERICAN AIRLINES,Ohio,Landing Roll,none,No Cloud,Unknown bird - medium,N,0,0.0
4964,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2,Precautionary Landing,2000-12-12,Caused damage,MILITARY,Louisiana,Climb,none,No Cloud,Gadwall,Y,458207,500.0
205109,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,5,Precautionary Landing,2000-12-13,Caused damage,COMAIR AIRLINES,Kentucky,Climb,Rain,Overcast,Unknown bird - medium,N,0,400.0
205904,VANCOUVER INTL,< 1000 ft,B-737-400,7,none,2000-12-14,Caused damage,ALASKA AIRLINES,British Columbia,Approach,Snow,Some Cloud,Snow goose,N,0,50.0
209896,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ100/200,2,none,2000-12-24,No damage,COMAIR AIRLINES,Pennsylvania,Landing Roll,none,Some Cloud,Canada goose,N,0,0.0
203784,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,7,none,2000-12-25,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Rain,Overcast,Ring-billed gull,N,0,0.0
209050,PUERTO VALLARTA,< 1000 ft,MD-82,5,none,2000-12-26,No damage,ALASKA AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,N,0,500.0
201316,ALBUQUERQUE INTL,< 1000 ft,CL-RJ100/200,9,none,2000-12-29,No damage,SKYWEST AIRLINES,New Mexico,Climb,none,No Cloud,Unknown bird - small,N,0,20.0
204637,NEWARK LIBERTY INTL ARPT,< 1000 ft,DC-9-30,8,none,2001-01-02,No damage,US AIRWAYS,New Jersey,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
207692,MIAMI INTL,< 1000 ft,B-757-200,2,Engine Shut Down,2001-01-05,Caused damage,AVIANCA,Florida,Climb,none,Some Cloud,Turkey vulture,Y,1431761,100.0
206418,RONALD REAGAN WASHINGTON NATL,> 1000 ft,A-320,3,none,2001-01-10,No damage,AMERICA WEST AIRLINES,DC,Approach,none,No Cloud,Unknown bird - medium,N,0,1400.0
201929,JOSLIN FIELD - MAGIC VALLEY REGIONAL,< 1000 ft,EMB-120,3,none,2001-01-13,No damage,SKYWEST AIRLINES,Idaho,Landing Roll,none,Overcast,Unknown bird - small,N,0,0.0
207669,GREATER PITTSBURGH,< 1000 ft,DORNIER 328,10,none,2001-01-14,No damage,PSA AIRLINES,Pennsylvania,Approach,Rain,Some Cloud,Unknown bird - medium,N,0,200.0
209401,TROY MUNICIPAL ARPT,< 1000 ft,LEARJET-60,3,Other,2001-01-14,Caused damage,BUSINESS,Alabama,Landing Roll,none,No Cloud,White-tailed deer,N,12397751,0.0
205491,LIHUE ARPT,< 1000 ft,DC-9-50,10,none,2001-01-15,No damage,HAWAIIAN AIR,Hawaii,Approach,none,Some Cloud,Black-headed munia,Y,0,50.0
203661,SACRAMENTO INTL,< 1000 ft,B-737-700,5,none,2001-01-15,No damage,SOUTHWEST AIRLINES,California,Landing Roll,none,No Cloud,Rock pigeon,Y,0,0.0
207968,METRO OAKLAND INTL,< 1000 ft,B-767,2,none,2001-01-16,No damage,UPS AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,Y,0,200.0
207182,LIHUE ARPT,< 1000 ft,DC-9-50,5,none,2001-01-16,No damage,HAWAIIAN AIR,Hawaii,Take-off run,none,Some Cloud,Pacific golden-plover,Y,0,0.0
5026,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,2,Precautionary Landing,2001-01-16,No damage,MILITARY,Texas,Climb,Rain,Some Cloud,Unknown bird or bat,Y,651,800.0
210048,SACRAMENTO INTL,> 1000 ft,B-737-300,9,none,2001-01-17,No damage,SOUTHWEST AIRLINES,California,Climb,none,No Cloud,Unknown bird - medium,Y,0,2000.0
207068,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-300,6,none,2001-01-19,No damage,US AIRWAYS,DC,Approach,Rain,Overcast,Ring-billed gull,Y,0,100.0
200510,JACKSON EVERS INTL,< 1000 ft,BA-146,6,none,2001-01-23,No damage,MESABA AIRLINES,Mississippi,Approach,none,Some Cloud,Mourning dove,Y,0,100.0
212461,PHILADELPHIA INTL,< 1000 ft,B-737-300,4,none,2001-01-24,No damage,US AIRWAYS,Pennsylvania,Approach,none,No Cloud,Unknown bird - small,Y,0,50.0
4469,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,10,none,2001-01-28,No damage,MILITARY,South Carolina,Approach,none,No Cloud,Unknown bird or bat,Y,0,400.0
212906,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,8,none,2001-01-29,No damage,SKYWEST AIRLINES,Utah,Landing Roll,none,Some Cloud,Horned lark,Y,0,0.0
207835,NEW ORLEANS INTL,< 1000 ft,MD-82,7,none,2001-02-02,No damage,AMERICAN AIRLINES,Louisiana,Approach,none,Overcast,Unknown bird - small,N,0,200.0
203883,LAMBERT-ST LOUIS INTL,< 1000 ft,DC-9-30,3,none,2001-02-02,Caused damage,TRANS WORLD AIRLINES,Missouri,Approach,none,No Cloud,Unknown bird - medium,Y,0,10.0
200567,MINISTRO PISTARINI,< 1000 ft,B-777-200,4,none,2001-02-06,No damage,AMERICAN AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,N,0,100.0
5245,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,8,none,2001-02-07,No damage,MILITARY,South Carolina,Take-off run,none,No Cloud,Unknown bird or bat,Y,0,0.0
203066,METRO OAKLAND INTL,< 1000 ft,B-737,4,none,2001-02-08,No damage,ALASKA AIRLINES,California,Approach,none,No Cloud,Unknown bird - medium,Y,0,100.0
207360,BRACKETT FIELD ARPT,< 1000 ft,PA-28,8,none,2001-02-09,Caused damage,BUSINESS,California,Climb,none,Some Cloud,Unknown bird - large,Y,0,1000.0
206621,LIHUE ARPT,< 1000 ft,DC-9-50,9,none,2001-02-10,No damage,HAWAIIAN AIR,Hawaii,Take-off run,none,Overcast,Unknown bird - small,Y,0,0.0
204178,SALT LAKE CITY INTL,< 1000 ft,RKWL SABRLNR,9,none,2001-02-12,No damage,BUSINESS,Utah,Landing Roll,Snow,Overcast,Unknown bird - small,Y,0,0.0
209773,PEASE INTL TRADEPORT,< 1000 ft,CL-601/604,7,none,2001-02-14,No damage,BUSINESS,New Hampshire,Landing Roll,none,Some Cloud,Snow bunting,Y,0,0.0
202780,HOUSTON-HOBBY,< 1000 ft,MD-82,6,none,2001-02-20,No damage,AMERICAN AIRLINES,Texas,Approach,Fog,Some Cloud,Unknown bird - small,N,0,400.0
206163,LIHUE ARPT,< 1000 ft,DC-9-50,3,none,2001-02-27,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,none,Some Cloud,Black-headed munia,Y,0,0.0
206943,DENVER INTL AIRPORT,< 1000 ft,B-737-300,10,none,2001-02-27,Caused damage,FRONTIER AIRLINES,Colorado,Approach,Fog,Some Cloud,Canada goose,N,0,300.0
210557,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-800,9,none,2001-03-03,No damage,CONTINENTAL AIRLINES,Texas,Landing Roll,Rain,Overcast,Unknown bird - small,Y,0,0.0
6955,SHEPPARD AIR FORCE BASE,> 1000 ft,T-38A,3,Precautionary Landing,2001-03-05,No damage,MILITARY,Texas,Approach,none,No Cloud,Unknown bird or bat,Y,1,1800.0
210390,ORLANDO INTL,< 1000 ft,B-767-400,2,none,2001-03-06,No damage,DELTA AIR LINES,Florida,Approach,none,No Cloud,Unknown bird - small,Y,0,200.0
209544,METRO OAKLAND INTL,> 1000 ft,B-737-400,5,Precautionary Landing,2001-03-06,Caused damage,ALASKA AIRLINES,California,Climb,Rain,Some Cloud,Unknown bird - medium,Y,0,8000.0
209264,MEMPHIS INTL,< 1000 ft,AVRO RJ 85,9,none,2001-03-07,Caused damage,MESABA AIRLINES,Tennessee,Climb,none,No Cloud,Unknown bird - medium,Y,0,1000.0
205481,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-319,2,Precautionary Landing,2001-03-09,Caused damage,US AIRWAYS,North Carolina,Take-off run,none,Some Cloud,Ring-billed gull,N,0,0.0
201737,ALBANY INTL,< 1000 ft,B-737-700,2,none,2001-03-10,No damage,SOUTHWEST AIRLINES,New York,Take-off run,none,No Cloud,Snow bunting,N,0,0.0
208492,ALBANY INTL,< 1000 ft,FOKKER F100,7,none,2001-03-11,No damage,US AIRWAYS,New York,Landing Roll,none,Some Cloud,Unknown bird - small,N,0,0.0
206240,LAGUARDIA NY,> 1000 ft,B-737-200,2,none,2001-03-12,No damage,US AIRWAYS,New York,Climb,none,Overcast,Unknown bird - medium,N,0,1200.0
206239,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,FOKKER F100,5,none,2001-03-12,Caused damage,AMERICAN AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - large,N,0,2000.0
206706,RENTON MUNICIPAL ARPT,< 1000 ft,LEARJET-35,8,none,2001-03-18,Caused damage,BUSINESS,Washington,Landing Roll,Rain,Overcast,Canada goose,N,1302,0.0
205030,THE EASTERN IOWA ARPT,< 1000 ft,DA-10 FALCON,7,none,2001-03-20,Caused damage,BUSINESS,Iowa,Approach,none,Some Cloud,Unknown bird - medium,Y,0,1000.0
200321,DES MOINES INTL,< 1000 ft,CL-RJ100/200,9,none,2001-03-23,No damage,MESA AIRLINES,Iowa,Climb,none,No Cloud,Unknown bird - medium,N,0,200.0
211303,WASHINGTON DULLES INTL ARPT,> 1000 ft,A-319,5,none,2001-03-25,No damage,AIR CANADA,DC,Approach,none,No Cloud,Unknown bird - small,N,0,1200.0
202798,NORTH BEND MUNICIPAL,< 1000 ft,IAI-1124,9,none,2001-03-28,No damage,PRIVATELY OWNED,Oregon,Approach,Rain,Overcast,Canada goose,N,0,55.0
210599,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-757-200,4,none,2001-04-05,No damage,CONTINENTAL AIRLINES,Texas,Approach,none,Overcast,Unknown bird - small,Y,0,100.0
206608,ATLANTA INTL,< 1000 ft,A-320,9,Precautionary Landing,2001-04-13,Caused damage,AMERICA WEST AIRLINES,Georgia,Take-off run,Rain,Some Cloud,Unknown bird - medium,N,0,0.0
210461,HARRISBURG INTL,< 1000 ft,BA-31 JETSTR,8,none,2001-04-14,No damage,ATLANTIC COAST AIRLINES,Pennsylvania,Landing Roll,none,No Cloud,Ring-billed gull,Y,0,0.0
207300,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-757-200,7,none,2001-04-16,No damage,DELTA AIR LINES,DC,Approach,Rain,Overcast,Ring-billed gull,N,0,20.0
209266,SANTA BARBARA MUNICIPAL,< 1000 ft,EMB-120,10,none,2001-04-16,No damage,SKYWEST AIRLINES,California,Approach,none,No Cloud,Mallard,N,0,200.0
203023,KANSAS CITY INTL,< 1000 ft,BE-1900,5,none,2001-04-20,No damage,AIR MIDWEST,Missouri,Approach,none,Some Cloud,Mourning dove,N,0,50.0
212723,BRADLEY INTL,> 1000 ft,B-757-200,7,none,2001-04-23,No damage,UPS AIRLINES,Connecticut,Approach,none,No Cloud,Unknown bird - medium,N,0,1500.0
208857,INDIANAPOLIS INTL,< 1000 ft,B-737-200,2,Precautionary Landing,2001-04-29,No damage,DELTA AIR LINES,Indiana,Climb,none,No Cloud,Red-winged blackbird,N,976,10.0
209813,GREATER ROCHESTER INTL,< 1000 ft,SAAB-340,10,none,2001-04-30,Caused damage,AMERICAN EAGLE AIRLINES,New York,Landing Roll,none,Some Cloud,Ring-billed gull,N,0,0.0
211775,SAN DIEGO INTL,< 1000 ft,A-319,8,Precautionary Landing,2001-05-03,Caused damage,US AIRWAYS,California,Climb,none,No Cloud,Western gull,N,162481,700.0
203423,YEAGER ARPT,< 1000 ft,SHORTS 360,3,none,2001-05-12,No damage,AIR CARGO CARRIERS,West Virginia,Landing Roll,none,Overcast,Canada goose,Y,0,0.0
209113,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-727,5,none,2001-05-14,No damage,DELTA AIR LINES,Kentucky,Approach,none,No Cloud,Unknown bird - small,N,0,20.0
206021,JAMES M COX DAYTON INTL,> 1000 ft,DC-8-70,9,none,2001-05-18,No damage,EMERY WORLDWIDE,Ohio,Approach,Fog,Some Cloud,Unknown bird - small,N,0,2000.0
210343,YEAGER ARPT,< 1000 ft,BE-200 KING,3,none,2001-05-19,No damage,BUSINESS,West Virginia,Take-off run,Fog,Overcast,Rock pigeon,Y,0,0.0
